ID,Nome,Idade,Setor,Cidade,CPF,RG,Formacao,Tempo_Empresa_Meses,Data_Aniversario,Funcao_Atual,Data_Admissao,Status
190,Funcionário 190,47,Financeiro,São Paulo,828.073.741-31,6080688-3,Ensino Médio,8,1977-11-16,Controller,2024-04-17,Desligado
191,Funcionário 191,36,Marketing,Belo Horizonte,426.617.979-04,8017921-8,Mestrado,9,1988-09-17,Especialista em SEO,2024-03-31,Ativo
192,Funcionário 192,49,Inovação,Goiânia,058.911.352-64,7704473-5,Tecnólogo,32,1975-10-21,Analista de Inovação,2022-04-01,Ativo
193,Funcionário 193,47,Produto,Brasília,610.143.888-05,9396422-2,Graduação,21,1977-08-12,Analista de Produto,2023-03-29,Ativo
194,Funcionário 194,24,Inovação,Goiânia,507.146.112-98,4470657-8,Graduação,12,2000-05-11,Innovation Lead,2023-12-15,Ativo
195,Funcionário 195,39,Atendimento,Belo Horizonte,757.177.514-00,6755892-1,Graduação,32,1985-12-04,Supervisor de Atendimento,2022-04-02,Desligado
196,Funcionário 196,36,Vendas,Rio de Janeiro,238.282.586-38,4094587-2,MBA,4,1988-04-26,Gerente de Vendas,2024-08-04,Ativo
197,Funcionário 197,38,Inovação,Belo Horizonte,660.937.966-12,2049645-9,Tecnólogo,35,1986-12-07,Product Manager,2022-01-10,Ativo
198,Funcionário 198,46,Tecnologia,Belém,182.553.714-35,7520284-9,Pós-graduação,3,1978-09-21,Desenvolvedor,2024-09-29,Ativo
199,Funcionário 199,25,Atendimento,Florianópolis,691.557.924-99,5002586-4,Ensino Médio,30,1999-11-05,Atendente,2022-06-23,Ativo
200,Funcionário 200,39,Financeiro,Vitória,125.286.692-59,3906397-8,Mestrado,10,1985-07-06,Contador,2024-02-25,Ativo
201,Funcionário 201,29,Marketing,São Paulo,274.225.790-05,7441514-8,Pós-graduação,11,1995-01-16,Gerente de Marketing,2024-01-06,Desligado
202,Funcionário 202,58,Operações,Joinville,876.767.721-50,4772246-8,Tecnólogo,33,1966-04-10,Gerente de Operações,2022-03-05,Desligado
203,Funcionário 203,55,Produto,Brasília,427.978.819-74,7154919-8,Graduação,28,1969-05-25,Product Manager,2022-08-22,Ativo
204,Funcionário 204,27,Gente & Gestão,Salvador,078.361.340-75,2459332-7,Ensino Médio,5,1997-05-12,Analista de RH,2024-07-10,Ativo
205,Funcionário 205,43,Gente & Gestão,Belo Horizonte,133.959.629-62,1995859-9,Mestrado,26,1981-04-27,Gerente de RH,2022-10-13,Ativo
206,Funcionário 206,25,Produto,Goiânia,584.982.544-42,3274804-6,Mestrado,17,1999-09-22,Product Owner,2023-07-02,Ativo
207,Funcionário 207,52,Marketing,Rio de Janeiro,042.232.536-89,7949543-6,Ensino Médio,3,1972-03-19,Gerente de Marketing,2024-09-29,Ativo
208,Funcionário 208,24,Suporte,Vitória,711.684.577-18,2562657-7,MBA,13,2000-10-01,Coordenador de Suporte,2023-11-02,Ativo
209,Funcionário 209,27,Comercial,Joinville,518.636.374-00,3191007-9,Pós-graduação,14,1997-05-11,Gerente Comercial,2023-10-24,Ativo
210,Funcionário 210,25,Operações,Belo Horizonte,750.017.012-28,8177281-3,Ensino Médio,6,1999-08-01,Coordenador Operacional,2024-06-22,Ativo
211,Funcionário 211,59,Suporte,Goiânia,242.415.415-50,4928281-6,Ensino Médio,24,1965-01-13,Técnico de Suporte,2022-12-05,Ativo
212,Funcionário 212,36,Produto,Brasília,110.371.293-42,6764217-1,Tecnólogo,1,1988-11-15,Analista de Produto,2024-11-29,Desligado
213,Funcionário 213,26,Operações,Recife,627.136.111-05,3233823-2,Mestrado,14,1998-06-10,Gerente de Operações,2023-10-04,Desligado
214,Funcionário 214,40,Financeiro,São Paulo,189.092.753-83,4644760-1,Pós-graduação,25,1984-07-20,Analista Financeiro,2022-11-07,Ativo
215,Funcionário 215,33,Tecnologia,Recife,121.965.652-61,5780177-0,Mestrado,19,1991-05-21,Analista de Sistemas,2023-05-23,Desligado
216,Funcionário 216,58,Produto,Vitória,438.983.640-46,9381604-9,Pós-graduação,19,1966-08-13,Product Manager,2023-05-06,Desligado
217,Funcionário 217,24,Tecnologia,Belo Horizonte,180.552.696-02,8902314-1,Tecnólogo,11,2000-09-22,Arquiteto,2024-01-19,Ativo
218,Funcionário 218,26,Inovação,Recife,091.043.006-37,7969792-6,Pós-graduação,1,1998-05-21,Product Manager,2024-11-03,Ativo
219,Funcionário 219,34,Marketing,Curitiba,618.892.414-66,3606795-8,Pós-graduação,30,1990-09-07,Analista de Marketing,2022-06-11,Ativo
220,Funcionário 220,58,Vendas,São Paulo,569.146.303-99,1923227-4,Ensino Médio,30,1966-07-04,Coordenador de Vendas,2022-06-26,Ativo
221,Funcionário 221,36,Marketing,Belo Horizonte,210.202.758-98,3129542-4,Doutorado,1,1988-12-09,Gerente de Marketing,2024-11-25,Ativo
222,Funcionário 222,51,Tecnologia,Porto Alegre,105.648.149-89,1930113-7,Mestrado,30,1973-08-15,DevOps,2022-06-07,Ativo
223,Funcionário 223,35,Gente & Gestão,Brasília,925.241.913-62,1206159-3,Graduação,1,1989-01-02,Analista de RH,2024-11-08,Ativo
224,Funcionário 224,55,Qualidade,Florianópolis,075.622.086-62,6367620-4,Graduação,20,1969-06-08,Analista de Qualidade,2023-04-05,Ativo
225,Funcionário 225,43,Qualidade,Natal,195.180.238-16,5736323-4,MBA,32,1981-07-03,Auditor,2022-04-05,Ativo
226,Funcionário 226,58,Qualidade,Goiânia,518.705.349-30,7178606-9,Graduação,15,1966-12-20,Analista de Qualidade,2023-09-15,Ativo
227,Funcionário 227,58,Gente & Gestão,Florianópolis,738.320.603-75,1160974-5,Graduação,12,1966-11-27,Recrutador,2023-12-11,Ativo
228,Funcionário 228,47,Financeiro,Salvador,064.138.367-33,1736524-3,MBA,31,1977-03-23,Contador,2022-05-03,Ativo
229,Funcionário 229,46,Comercial,Brasília,865.719.182-26,8297801-2,Doutorado,9,1978-02-19,Analista Comercial,2024-03-18,Ativo
230,Funcionário 230,35,Suporte,Belém,344.565.574-00,2828260-2,Mestrado,20,1989-02-07,Analista de Suporte,2023-04-24,Desligado
231,Funcionário 231,44,Tecnologia,Salvador,127.756.185-02,3011815-1,Ensino Médio,21,1980-08-10,Desenvolvedor,2023-03-02,Ativo
232,Funcionário 232,23,Gente & Gestão,Brasília,249.035.213-03,6013715-4,Graduação,12,2001-07-17,Gerente de RH,2023-12-30,Desligado
233,Funcionário 233,27,Operações,Florianópolis,206.788.317-85,4729376-2,Doutorado,29,1997-03-04,Supervisor,2022-07-28,Desligado
234,Funcionário 234,29,Atendimento,Natal,365.199.410-42,3160763-1,Pós-graduação,31,1995-04-21,Supervisor de Atendimento,2022-05-13,Ativo
235,Funcionário 235,50,Tecnologia,Joinville,510.702.966-35,3899223-5,Mestrado,2,1974-01-13,Tech Lead,2024-10-13,Ativo
236,Funcionário 236,57,Operações,Salvador,324.472.099-40,9036805-0,Ensino Médio,19,1967-11-10,Analista de Operações,2023-05-19,Ativo
237,Funcionário 237,58,Produto,Rio de Janeiro,146.263.838-40,9047769-8,Ensino Médio,34,1966-07-26,Product Owner,2022-02-09,Ativo
238,Funcionário 238,25,Operações,Curitiba,759.856.420-54,5713268-0,Tecnólogo,14,1999-10-08,Analista de Operações,2023-10-16,Desligado
239,Funcionário 239,31,Tecnologia,Belo Horizonte,785.932.133-59,1937991-3,Mestrado,18,1993-09-27,QA Engineer,2023-06-30,Ativo
240,Funcionário 240,52,Financeiro,Belém,965.223.955-09,3384080-9,Pós-graduação,34,1972-12-23,Gerente Financeiro,2022-02-27,Ativo
241,Funcionário 241,36,Marketing,Porto Alegre,378.427.010-75,9019324-0,MBA,20,1988-10-08,Gerente de Marketing,2023-04-22,Desligado
242,Funcionário 242,25,Qualidade,Belém,593.252.500-20,2860938-8,Tecnólogo,26,1999-10-23,Auditor,2022-10-30,Ativo
243,Funcionário 243,52,Suporte,Florianópolis,515.691.545-03,9173859-5,Pós-graduação,26,1972-03-24,Técnico de Suporte,2022-10-07,Ativo
244,Funcionário 244,48,Gente & Gestão,Joinville,289.539.264-16,7569981-9,Graduação,16,1976-03-06,Recrutador,2023-08-27,Ativo
245,Funcionário 245,31,Marketing,Belo Horizonte,029.593.917-64,6818508-5,Mestrado,26,1993-06-24,Gerente de Marketing,2022-10-16,Desligado
246,Funcionário 246,47,Produto,Manaus,215.704.331-43,1021494-0,Tecnólogo,12,1977-05-26,Product Manager,2023-12-19,Desligado
247,Funcionário 247,39,Vendas,São Paulo,676.267.658-85,4784650-2,Doutorado,10,1985-02-27,Coordenador de Vendas,2024-02-08,Ativo
248,Funcionário 248,33,Qualidade,Joinville,710.405.411-19,2258331-8,Pós-graduação,12,1991-03-13,Analista de Qualidade,2023-12-02,Ativo
249,Funcionário 249,58,Marketing,Vitória,159.970.629-61,4448564-3,Tecnólogo,6,1966-03-02,Analista de Marketing,2024-06-08,Desligado
250,Funcionário 250,49,Atendimento,Salvador,688.444.310-33,3576811-0,Mestrado,9,1975-10-18,Supervisor de Atendimento,2024-03-15,Ativo
251,Funcionário 251,50,Marketing,Salvador,506.149.731-71,2374659-7,Mestrado,34,1974-04-06,Gerente de Marketing,2022-02-22,Ativo
252,Funcionário 252,44,Tecnologia,Goiânia,146.774.186-83,8478868-0,MBA,23,1980-06-13,QA Engineer,2023-01-14,Ativo
253,Funcionário 253,47,Financeiro,Belo Horizonte,477.434.902-03,7945543-9,Doutorado,29,1977-02-22,Analista Financeiro,2022-07-18,Ativo
254,Funcionário 254,22,Operações,Rio de Janeiro,380.686.879-47,1582647-8,Graduação,20,2002-08-10,Gerente de Operações,2023-04-28,Desligado
255,Funcionário 255,36,Gente & Gestão,Vitória,989.921.722-06,2314805-6,Ensino Médio,21,1988-04-05,Analista de RH,2023-03-10,Desligado
256,Funcionário 256,30,Atendimento,Joinville,329.451.168-04,9718920-7,Ensino Médio,9,1994-09-11,Atendente,2024-03-24,Ativo
257,Funcionário 257,47,Vendas,Florianópolis,099.861.622-20,5799841-8,Doutorado,29,1977-02-19,Vendedor,2022-07-25,Ativo
258,Funcionário 258,47,Produto,Belo Horizonte,564.679.970-85,7739741-0,Tecnólogo,24,1977-05-13,Analista de Produto,2022-12-19,Desligado
259,Funcionário 259,39,Produto,Curitiba,653.074.505-08,2647814-3,Graduação,15,1985-05-09,Product Manager,2023-09-13,Ativo
260,Funcionário 260,45,Vendas,Rio de Janeiro,247.546.913-77,9127895-8,Pós-graduação,6,1979-04-27,Gerente de Vendas,2024-06-23,Ativo
261,Funcionário 261,45,Tecnologia,São Paulo,508.214.862-17,4367636-0,MBA,0,1979-10-01,Tech Lead,2024-12-09,Ativo
262,Funcionário 262,43,Atendimento,Manaus,307.053.457-00,1512765-3,Tecnólogo,2,1981-07-21,Atendente,2024-10-31,Ativo
263,Funcionário 263,28,Tecnologia,Joinville,579.727.985-16,2516524-4,Ensino Médio,12,1996-03-27,Desenvolvedor,2023-12-07,Ativo
264,Funcionário 264,41,Operações,Belo Horizonte,060.293.333-13,1149283-7,Pós-graduação,17,1983-11-14,Supervisor,2023-07-06,Ativo
265,Funcionário 265,28,Tecnologia,Natal,229.034.944-52,5227836-3,MBA,7,1996-07-28,Analista de Sistemas,2024-05-17,Ativo
266,Funcionário 266,44,Suporte,Fortaleza,748.969.108-77,5742531-4,Graduação,10,1980-09-21,Técnico de Suporte,2024-02-06,Ativo
267,Funcionário 267,53,Tecnologia,Belém,171.545.444-81,1952520-9,MBA,23,1971-03-17,Analista de Sistemas,2023-01-21,Ativo
268,Funcionário 268,37,Marketing,Florianópolis,652.074.466-22,4186247-5,Tecnólogo,9,1987-12-02,Analista de Marketing,2024-03-06,Ativo
269,Funcionário 269,35,Suporte,Vitória,387.584.282-08,5339457-8,Tecnólogo,16,1989-02-16,Técnico de Suporte,2023-08-25,Desligado
270,Funcionário 270,49,Tecnologia,Curitiba,251.353.465-46,2976045-7,Mestrado,10,1975-05-19,Analista de Sistemas,2024-02-01,Ativo
271,Funcionário 271,25,Tecnologia,Brasília,099.917.381-26,3529642-2,MBA,10,1999-09-10,Tech Lead,2024-02-21,Ativo
272,Funcionário 272,53,Atendimento,Recife,356.972.521-96,6258215-0,Graduação,3,1971-06-21,Analista de Atendimento,2024-09-25,Ativo
273,Funcionário 273,55,Qualidade,São Paulo,074.329.271-54,7767819-6,Doutorado,27,1969-10-14,Auditor,2022-09-23,Ativo
274,Funcionário 274,49,Comercial,Rio de Janeiro,760.083.505-37,5174559-3,MBA,0,1975-04-01,Analista Comercial,2024-12-23,Ativo
275,Funcionário 275,22,Vendas,Rio de Janeiro,542.168.942-59,8649174-8,Graduação,31,2002-01-10,Coordenador de Vendas,2022-05-14,Ativo
276,Funcionário 276,29,Operações,Salvador,985.625.753-05,3201267-3,Doutorado,24,1995-07-01,Analista de Operações,2022-12-04,Ativo
277,Funcionário 277,24,Suporte,São Paulo,098.215.064-45,1804641-1,Pós-graduação,0,2000-10-02,Coordenador de Suporte,2024-12-31,Ativo
278,Funcionário 278,29,Comercial,Florianópolis,001.676.184-74,1156104-4,Mestrado,4,1995-12-05,Analista Comercial,2024-08-29,Ativo
279,Funcionário 279,37,Financeiro,Joinville,618.499.261-90,2912813-1,MBA,1,1987-12-20,Contador,2024-11-13,Desligado
280,Funcionário 280,42,Inovação,Natal,739.348.356-43,4484526-7,Tecnólogo,16,1982-03-02,Innovation Lead,2023-08-28,Ativo
281,Funcionário 281,31,Inovação,São Paulo,530.011.972-50,2699372-4,Doutorado,29,1993-09-03,Analista de Inovação,2022-07-04,Ativo
282,Funcionário 282,40,Suporte,Joinville,374.470.120-41,8147013-1,MBA,16,1984-06-26,Técnico de Suporte,2023-08-19,Ativo
283,Funcionário 283,23,Tecnologia,Vitória,100.225.579-11,6749933-2,MBA,17,2001-12-03,DevOps,2023-07-04,Ativo
284,Funcionário 284,32,Atendimento,Vitória,166.746.762-09,3674211-1,Tecnólogo,28,1992-03-23,Supervisor de Atendimento,2022-08-20,Ativo
285,Funcionário 285,44,Inovação,Manaus,697.972.965-98,3192032-7,Pós-graduação,33,1980-11-27,Analista de Inovação,2022-03-01,Ativo
286,Funcionário 286,58,Operações,Natal,716.701.450-85,4757843-5,Mestrado,0,1966-12-19,Analista de Operações,2024-12-10,Ativo
287,Funcionário 287,55,Gente & Gestão,Manaus,889.163.756-49,3632804-8,Graduação,25,1969-09-20,Especialista em Folha,2022-11-01,Desligado
288,Funcionário 288,43,Qualidade,Brasília,772.175.354-68,7352484-6,Ensino Médio,32,1981-09-08,Coordenador de Qualidade,2022-04-14,Ativo
289,Funcionário 289,51,Marketing,Fortaleza,317.797.177-33,1298116-1,Mestrado,14,1973-02-16,Gerente de Marketing,2023-10-10,Ativo
290,Funcionário 290,53,Tecnologia,Curitiba,660.880.199-80,8653898-5,Graduação,15,1971-09-18,Desenvolvedor,2023-09-16,Ativo
291,Funcionário 291,35,Vendas,Brasília,503.758.997-58,4720299-0,Tecnólogo,11,1989-12-15,Vendedor,2024-01-15,Desligado
292,Funcionário 292,46,Inovação,Salvador,554.885.102-06,7865417-1,Mestrado,2,1978-03-27,Product Manager,2024-10-05,Ativo
293,Funcionário 293,25,Atendimento,Recife,493.316.373-14,3067274-7,MBA,13,1999-02-25,Atendente,2023-11-24,Ativo
294,Funcionário 294,55,Inovação,Porto Alegre,798.270.808-06,3972963-9,Graduação,6,1969-10-16,Product Manager,2024-06-05,Ativo
295,Funcionário 295,39,Gente & Gestão,Recife,221.699.586-06,5590177-6,Pós-graduação,7,1985-10-23,Analista de RH,2024-05-07,Ativo
296,Funcionário 296,59,Comercial,São Paulo,547.226.984-90,4646403-3,MBA,14,1965-12-24,Vendedor,2023-10-05,Ativo
297,Funcionário 297,59,Atendimento,Manaus,394.522.885-90,8004117-8,Doutorado,28,1965-06-18,Atendente,2022-08-25,Ativo
298,Funcionário 298,43,Gente & Gestão,Fortaleza,460.810.620-15,3700047-4,Ensino Médio,32,1981-04-09,Gerente de RH,2022-04-26,Ativo
299,Funcionário 299,27,Produto,Brasília,420.438.057-38,4763253-8,Tecnólogo,29,1997-10-28,Product Manager,2022-07-29,Ativo
300,Funcionário 300,28,Atendimento,Belém,638.406.665-38,8433377-3,Ensino Médio,32,1996-01-24,Analista de Atendimento,2022-04-21,Ativo
301,Funcionário 301,42,Qualidade,Goiânia,598.933.472-97,3002424-6,Tecnólogo,30,1982-03-06,Coordenador de Qualidade,2022-06-02,Ativo
302,Funcionário 302,23,Qualidade,Belo Horizonte,064.842.294-14,3597208-0,Graduação,35,2001-06-15,Analista de Qualidade,2022-01-12,Ativo
303,Funcionário 303,57,Suporte,Recife,259.094.798-49,9814666-3,MBA,11,1967-02-26,Analista de Suporte,2024-01-04,Ativo
304,Funcionário 304,32,Marketing,Fortaleza,281.826.886-98,6568081-5,Pós-graduação,29,1992-06-08,Analista de Marketing,2022-07-08,Ativo
305,Funcionário 305,56,Operações,Curitiba,543.987.801-73,5090740-0,Doutorado,12,1968-08-08,Supervisor,2023-12-10,Ativo
306,Funcionário 306,45,Operações,Belo Horizonte,561.648.408-30,9167227-0,MBA,10,1979-09-26,Gerente de Operações,2024-02-07,Ativo
307,Funcionário 307,54,Atendimento,Joinville,435.811.288-96,4576485-6,Doutorado,35,1970-11-03,Supervisor de Atendimento,2022-01-16,Ativo
308,Funcionário 308,56,Financeiro,Fortaleza,138.612.075-83,5226314-8,Ensino Médio,33,1968-02-03,Contador,2022-03-19,Desligado
309,Funcionário 309,55,Vendas,Recife,193.466.766-80,9973031-0,Tecnólogo,14,1969-01-13,Vendedor,2023-10-10,Ativo
310,Funcionário 310,30,Vendas,Brasília,919.015.814-89,8342987-6,Ensino Médio,15,1994-10-03,Vendedor,2023-09-10,Ativo
311,Funcionário 311,46,Produto,Brasília,607.283.268-76,7260091-0,Tecnólogo,16,1978-11-05,Product Manager,2023-08-28,Ativo
312,Funcionário 312,56,Suporte,Curitiba,882.100.996-39,6768873-3,MBA,30,1968-05-07,Coordenador de Suporte,2022-06-24,Ativo
313,Funcionário 313,51,Operações,Curitiba,682.223.943-04,1912484-8,Pós-graduação,28,1973-03-22,Supervisor,2022-08-23,Ativo
314,Funcionário 314,58,Qualidade,Fortaleza,781.414.139-70,4934808-1,Graduação,3,1966-06-12,Analista de Qualidade,2024-09-24,Desligado
315,Funcionário 315,38,Atendimento,Salvador,491.357.759-04,7115185-5,Doutorado,15,1986-12-19,Atendente,2023-09-19,Ativo
316,Funcionário 316,33,Marketing,Florianópolis,620.533.645-64,9052291-7,Doutorado,26,1991-11-24,Analista de Marketing,2022-10-03,Ativo
317,Funcionário 317,38,Inovação,Porto Alegre,754.781.291-00,2282825-1,Mestrado,17,1986-03-18,Product Manager,2023-07-29,Ativo
318,Funcionário 318,29,Vendas,Curitiba,080.996.930-00,3493647-5,Ensino Médio,18,1995-09-18,Coordenador de Vendas,2023-06-18,Ativo
319,Funcionário 319,47,Vendas,Belém,639.427.881-52,5007754-9,Tecnólogo,9,1977-06-17,Coordenador de Vendas,2024-03-23,Desligado
320,Funcionário 320,53,Atendimento,Natal,282.722.992-75,9181277-3,Doutorado,3,1971-06-02,Atendente,2024-09-17,Ativo
321,Funcionário 321,44,Atendimento,Porto Alegre,145.303.856-63,6437011-1,Mestrado,4,1980-08-02,Analista de Atendimento,2024-08-19,Desligado
322,Funcionário 322,28,Gente & Gestão,Rio de Janeiro,844.989.266-09,2305896-8,Ensino Médio,11,1996-10-21,Gerente de RH,2024-01-19,Ativo
323,Funcionário 323,29,Comercial,Fortaleza,463.865.577-78,4858604-1,Doutorado,35,1995-09-05,Vendedor,2022-01-14,Ativo
324,Funcionário 324,39,Financeiro,Rio de Janeiro,843.222.591-62,2901507-7,Graduação,20,1985-07-26,Contador,2023-04-17,Ativo
325,Funcionário 325,38,Marketing,Florianópolis,773.926.030-43,9600719-0,Pós-graduação,27,1986-10-19,Analista de Marketing,2022-09-19,Ativo
326,Funcionário 326,55,Suporte,Porto Alegre,920.242.869-76,5755579-1,Graduação,34,1969-12-24,Técnico de Suporte,2022-02-08,Ativo
327,Funcionário 327,44,Qualidade,Rio de Janeiro,379.772.369-58,9569884-4,Doutorado,26,1980-10-27,Analista de Qualidade,2022-10-20,Ativo
328,Funcionário 328,25,Operações,Salvador,257.991.366-16,9461748-6,MBA,27,1999-02-01,Coordenador Operacional,2022-09-28,Ativo
329,Funcionário 329,54,Atendimento,Manaus,291.279.908-26,3186555-9,Mestrado,2,1970-02-03,Analista de Atendimento,2024-10-27,Ativo
330,Funcionário 330,56,Atendimento,Curitiba,806.865.086-53,6880713-9,Mestrado,20,1968-08-26,Supervisor de Atendimento,2023-04-15,Ativo
331,Funcionário 331,34,Comercial,Natal,916.247.314-06,1119354-9,Graduação,8,1990-05-07,Gerente Comercial,2024-04-16,Desligado
332,Funcionário 332,50,Tecnologia,Belém,818.063.565-11,5255251-4,Mestrado,28,1974-03-14,QA Engineer,2022-08-07,Ativo
333,Funcionário 333,37,Marketing,Manaus,869.594.636-37,9116148-4,Doutorado,3,1987-03-12,Analista de Marketing,2024-09-15,Ativo
334,Funcionário 334,31,Vendas,Vitória,495.621.372-79,6678044-8,Doutorado,29,1993-04-17,Vendedor,2022-07-25,Ativo
335,Funcionário 335,22,Tecnologia,Florianópolis,902.601.279-90,7221581-1,MBA,6,2002-02-03,Analista de Sistemas,2024-06-10,Ativo
336,Funcionário 336,51,Comercial,Joinville,906.698.490-22,4384085-8,Tecnólogo,24,1973-11-16,Executivo de Contas,2022-12-25,Ativo
337,Funcionário 337,58,Vendas,Natal,430.988.392-36,3641484-1,Ensino Médio,33,1966-06-08,Vendedor,2022-03-15,Ativo
338,Funcionário 338,36,Vendas,Vitória,465.669.380-44,6840069-5,Ensino Médio,31,1988-02-18,Vendedor,2022-05-21,Ativo
339,Funcionário 339,45,Financeiro,Manaus,439.376.904-09,2214435-8,Graduação,24,1979-07-17,Contador,2022-12-25,Desligado
340,Funcionário 340,58,Gente & Gestão,Fortaleza,451.848.947-05,6698561-7,Pós-graduação,10,1966-10-16,Recrutador,2024-02-12,Ativo
341,Funcionário 341,45,Produto,Goiânia,790.714.163-05,9665502-8,MBA,20,1979-06-14,Product Owner,2023-04-16,Ativo
342,Funcionário 342,46,Inovação,Joinville,043.416.518-20,5514342-2,Pós-graduação,23,1978-08-11,Innovation Lead,2023-01-01,Ativo
343,Funcionário 343,29,Financeiro,Belém,373.334.333-66,2789949-1,Doutorado,19,1995-10-12,Contador,2023-05-27,Ativo
344,Funcionário 344,31,Produto,Curitiba,179.080.759-08,9234347-2,Ensino Médio,14,1993-08-19,Product Owner,2023-10-08,Ativo
345,Funcionário 345,24,Marketing,Belo Horizonte,846.392.086-18,7605473-2,MBA,3,2000-09-02,Analista de Marketing,2024-09-06,Ativo
346,Funcionário 346,44,Tecnologia,Salvador,718.750.036-06,5357055-2,Graduação,29,1980-06-12,DevOps,2022-07-26,Ativo
347,Funcionário 347,56,Comercial,Curitiba,843.479.552-35,7246319-5,Mestrado,2,1968-07-07,Vendedor,2024-10-18,Ativo
348,Funcionário 348,45,Suporte,Natal,647.292.931-93,7390162-3,Graduação,17,1979-04-18,Técnico de Suporte,2023-07-07,Ativo
349,Funcionário 349,34,Marketing,Belém,227.026.728-17,6033738-4,Doutorado,0,1990-12-11,Analista de Marketing,2024-12-29,Ativo
